City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,minas de marcona,-15.2119,-75.1103,285.47,85,83,8.36,PE,1686622944
274,upata,8.0086,-62.3989,296.59,95,100,1.55,VE,1686622677
275,luanda,-8.8368,13.2343,296.15,83,75,1.03,AO,1686622939
276,masterton,-40.9597,175.6575,284.2,68,17,3.55,NZ,1686622945
277,revda,56.801,59.9303,280.67,58,0,1.4,RU,1686622945
278,georgetown,5.4112,100.3354,304.11,76,20,3.6,MY,1686622683
279,wenchang,30.904,118.4887,296.59,85,100,0.77,CN,1686622947
280,taltal,-25.4,-70.4833,286.12,80,0,0.94,CL,1686622681
281,troitskoye,52.9821,84.6757,291.07,64,37,1.53,RU,1686622948
282,quzhou,28.9594,118.8686,296.49,93,100,0.42,CN,1686622948
283,praia da vitoria,38.7333,-27.0667,291.29,100,20,2.68,PT,1686622949
284,guledagudda,16.05,75.8,298.89,71,28,8.33,IN,1686622949
285,alaghsas,17.0187,8.0168,304.28,36,92,2.07,NE,1686622949
286,quarai,-30.3875,-56.4514,277.19,52,0,3.32,BR,1686622950
287,sol'-iletsk,51.1631,54.9918,288.61,71,98,9.2,RU,1686622950
288,ocean city,39.2776,-74.5746,295.25,91,71,1.79,US,1686622699
289,bam,29.106,58.357,303.41,18,0,4.99,IR,1686622951
290,poronaysk,49.2167,143.1167,281.35,98,100,1.67,RU,1686622951
291,san patricio,28.017,-97.5169,301.95,83,79,6.5,US,1686622951
292,ponta delgada,37.7333,-25.6667,292.55,100,75,4.63,PT,1686622856
293,kilju,40.9642,129.3278,294.8,66,87,2.11,KP,1686622952
294,mount pearl,47.5166,-52.7813,281.4,95,100,7.2,CA,1686622952
295,meadow lake,34.8014,-106.5436,298.86,12,3,5.25,US,1686622953
296,geraldton,-28.7667,114.6,289.38,59,0,5.66,AU,1686622953
297,egilsstadir,65.2653,-14.3948,279.1,87,0,1.54,IS,1686622953
298,miramar beach,30.3744,-86.3586,297.16,81,40,0.0,US,1686622954
299,pursat,12.3333,103.6667,304.5,56,99,1.47,KH,1686622954
300,utrik,11.2278,169.8474,300.88,80,31,8.23,MH,1686622954
301,pointe michel,15.25,-61.3833,300.71,78,15,5.72,DM,1686622955
302,kargasok,59.0556,80.8572,283.24,52,38,4.85,RU,1686622955
303,frontera,26.9333,-101.45,311.11,36,0,1.79,MX,1686622955
304,kara,9.5511,1.1861,295.6,92,100,0.78,TG,1686622956
305,mount pleasant,32.7941,-79.8626,297.23,96,0,3.09,US,1686622956
306,lubang,13.8584,120.124,302.28,78,60,8.7,PH,1686622956
307,wilsonton,-27.5387,151.9155,292.23,61,8,2.24,AU,1686622957
308,negara,-8.3151,114.6025,300.88,69,49,4.18,ID,1686622957
309,jieshi,22.8134,115.8257,301.79,74,98,3.36,CN,1686622788
310,yerofey pavlovich,53.9667,121.9667,282.2,93,100,2.14,RU,1686622958
311,picos,-7.0769,-41.4669,294.58,76,7,0.8,BR,1686622743
312,lobujya,27.95,86.8167,274.76,80,83,1.25,NP,1686622959
313,taoudenni,22.6783,-3.9836,306.87,11,59,3.81,ML,1686622959
314,verdal,63.7933,11.4817,286.17,76,94,1.62,NO,1686622959
315,zheshart,62.0731,49.5733,284.72,89,99,2.46,RU,1686622960
316,mzimba,-11.9,33.6,288.53,65,51,1.82,MW,1686622960
317,east london,-33.0153,27.9116,289.35,46,89,8.5,ZA,1686622961
318,sakaiminato,35.55,133.2333,300.11,83,40,2.06,JP,1686622805
319,zhlobin,52.8926,30.024,282.77,74,100,3.76,BY,1686622961
320,nizhnesortymskiy,62.4397,71.7603,280.42,58,19,5.19,RU,1686622961
321,xining,36.6167,101.7667,289.19,53,54,0.84,CN,1686622962
322,zabaykal'sk,49.6333,117.3167,303.34,22,96,4.39,RU,1686622962
323,marsh harbour,26.5412,-77.0636,300.45,78,36,4.08,BS,1686622962
324,den burg,53.0542,4.7972,293.13,65,9,5.14,NL,1686622963
325,coos bay,43.3665,-124.2179,291.1,88,100,3.6,US,1686622963
326,chinde,26.8418,88.0763,294.79,74,31,1.3,NP,1686622963
327,ancud,-41.8697,-73.8203,277.9,90,41,2.61,CL,1686622964
328,iskushuban,10.2837,50.23,303.01,40,100,10.48,SO,1686622964
329,sancti spiritus,21.9297,-79.4425,298.15,91,86,2.22,CU,1686622965
330,retreat,38.8245,-85.8533,287.66,79,0,1.93,US,1686622965
331,gisborne,-38.6533,178.0042,285.63,73,38,7.7,NZ,1686622965
332,front royal,38.9182,-78.1944,291.81,78,0,2.57,US,1686622966
333,arraial do cabo,-22.9661,-42.0278,295.19,91,4,3.38,BR,1686622966
334,lazaro cardenas,17.9583,-102.2,300.61,75,1,3.5,MX,1686622966
335,puerto leguizamo,-0.1934,-74.7819,295.8,98,91,0.63,CO,1686622967
336,port douglas,-16.4833,145.4667,297.51,73,34,2.96,AU,1686622967
337,northam,51.0333,-4.2167,288.52,97,22,0.19,GB,1686622968
338,guaiba,-30.1139,-51.325,283.31,80,0,0.0,BR,1686622791
339,minot air force base,48.4209,-101.3391,296.47,51,0,2.06,US,1686622968
340,ngereklmadel,7.4883,134.4856,297.2,94,100,4.12,PW,1686622969
341,vernon,50.2581,-119.2691,306.44,35,33,1.54,CA,1686622970
342,kindu,-2.95,25.95,293.7,92,25,0.33,CD,1686622971
343,san marcelino,14.9742,120.1573,302.96,81,88,5.11,PH,1686622972
344,urzhar,47.093,81.6294,296.4,28,90,2.92,KZ,1686622972
345,quelimane,-17.8786,36.8883,294.12,94,0,2.06,MZ,1686622973
346,st. john's,47.5649,-52.7093,281.86,95,100,7.2,CA,1686622973
347,bethalto,38.9092,-90.0407,291.93,67,0,2.57,US,1686622973
348,trenton,40.217,-74.7429,294.91,93,100,4.12,US,1686622792
349,plymouth,41.8334,-70.8328,293.37,89,100,3.6,US,1686622964
350,alice springs,-23.7,133.8833,291.05,31,0,4.63,AU,1686622886
351,oneida,43.2001,-75.4663,291.81,91,100,3.09,US,1686622922
352,molbergen,52.8667,7.9333,289.06,70,5,3.73,DE,1686622975
353,fort st. john,56.2499,-120.8529,296.09,40,75,2.06,CA,1686622975
354,kupang,-10.1667,123.5833,303.47,51,20,9.26,ID,1686622975
355,ust'-barguzin,53.45,108.9833,282.07,97,100,1.76,RU,1686622976
356,amahai,-3.3333,128.9167,300.37,82,98,3.28,ID,1686622976
357,tomatlan,19.9333,-105.25,298.76,79,23,1.93,MX,1686622977
358,punta alta,-38.8759,-62.0736,278.19,53,0,3.73,AR,1686622977
359,aras-asan,8.8908,126.3033,303.1,67,72,2.14,PH,1686622978
360,cabedelo,-6.9811,-34.8339,297.52,85,25,5.63,BR,1686622978
361,puerto colombia,10.9878,-74.9547,302.2,83,50,7.03,CO,1686622978
362,kachia,9.8667,7.95,293.64,92,95,1.31,NG,1686622979
363,maridi,4.9158,29.4742,292.1,95,76,1.67,SS,1686622979
364,flying fish cove,-10.4217,105.6791,300.97,78,40,6.69,CX,1686622979
365,kristiansund,63.1115,7.732,287.18,71,75,2.06,NO,1686622980
366,motueka,-41.1333,173.0167,287.09,57,0,1.19,NZ,1686622980
367,senj,44.9894,14.9058,293.52,89,72,4.63,HR,1686622981
368,turbaco,10.3294,-75.4114,302.01,84,40,2.06,CO,1686622981
369,papao,-17.75,-149.55,301.97,69,5,9.02,PF,1686622982
370,tongchuanshi,35.0806,109.0897,298.86,35,43,1.85,CN,1686622982
371,kontcha,7.9667,12.2333,294.95,96,100,1.61,CM,1686622982
372,harper,4.375,-7.7169,298.55,77,96,3.84,LR,1686622983
373,ebon,4.582,168.6964,299.68,88,100,7.72,MH,1686622983
374,city of balikpapan,-1.242,116.8942,301.12,89,40,3.09,ID,1686622983
375,constitucion,-35.3333,-72.4167,281.0,62,0,2.41,CL,1686622984
376,siwa oasis,29.2041,25.5195,299.44,40,0,6.86,EG,1686622984
377,puerto lempira,15.2667,-83.7667,300.64,83,56,3.88,HN,1686622985
378,corn island,12.1694,-83.0418,302.32,80,100,7.11,NI,1686622985
379,ujae,8.9322,165.7642,301.53,76,81,8.78,MH,1686622986
380,bikenibeu village,1.3673,173.1241,304.13,74,40,2.06,KI,1686622986
381,gaigeturi,33.4644,126.3183,295.18,88,75,2.06,KR,1686622986
382,kavaratti,10.5669,72.642,302.66,75,100,9.51,IN,1686622987
383,ribeirao,-8.5144,-35.3778,295.51,95,68,1.36,BR,1686622987
384,dul'durga,50.6761,113.5931,302.24,24,31,2.4,RU,1686622988
385,tazacorte,28.629,-17.9293,294.69,84,100,3.09,ES,1686622988
386,kuvshinovo,57.0295,34.1725,280.71,84,43,1.85,RU,1686622988
387,ciudad pemex,17.9,-92.5,304.27,58,59,2.83,MX,1686622989
388,greenville,35.6127,-77.3663,296.24,98,100,1.54,US,1686622989
389,necochea,-38.5473,-58.7368,282.14,73,100,3.52,AR,1686622989
390,porto novo,6.4965,2.6036,300.05,81,100,2.7,BJ,1686622990
391,vuktyl,63.8567,57.3094,283.5,79,100,3.48,RU,1686622990
392,manfalut,27.3104,30.97,301.29,27,3,3.9,EG,1686622990
393,tralee,52.2704,-9.7026,288.51,94,87,0.92,IE,1686622991
394,camana,-16.6228,-72.7111,290.92,82,95,4.58,PE,1686622991
395,yoloten,37.2989,62.3597,302.82,18,0,0.62,TM,1686622992
396,nosy varika,-20.5833,48.5333,292.53,89,14,2.04,MG,1686622992
397,saint-philippe,-21.3585,55.7679,294.92,75,0,1.71,RE,1686622993
398,berezovyy,51.6667,135.7,294.99,47,19,2.35,RU,1686622993
399,novhorod-sivers'kyy,52.0058,33.2615,284.84,70,100,5.45,UA,1686622993
400,pipraich,26.8264,83.53,307.14,47,19,5.26,IN,1686622994
401,nagqu,31.5,92.0,281.27,60,100,3.77,CN,1686622994
402,rio gallegos,-51.6226,-69.2181,278.18,65,0,7.2,AR,1686622994
403,raghunathpur,23.55,86.6667,308.64,35,27,3.64,IN,1686622995
404,lorengau,-2.0226,147.2712,302.93,73,45,4.64,PG,1686622995
405,muynoq,43.7683,59.0214,297.75,39,3,4.47,UZ,1686622996
406,lodwar,3.1191,35.5973,300.75,46,100,3.57,KE,1686622996
407,sidi ifni,29.3797,-10.173,293.71,90,54,6.55,MA,1686622996
408,roma,43.2128,-75.4557,291.77,91,100,3.09,US,1686622997
409,idri,27.5,13.2667,299.58,31,0,4.06,LY,1686622997
410,rudbar,30.15,62.6,302.48,17,1,3.68,AF,1686622997
411,bou ismail,36.6426,2.6901,295.97,81,35,1.66,DZ,1686622998
412,gadzhiyevo,69.2551,33.3362,282.5,70,100,3.79,RU,1686622998
413,denkanikota,12.5333,77.8,296.33,76,95,6.95,IN,1686622998
414,itamaraca,-7.7478,-34.8256,300.18,85,19,5.34,BR,1686622999
415,yantzaza,-3.8278,-78.7594,293.49,99,16,0.49,EC,1686622999
416,tsiombe,-25.3,45.4833,290.24,96,13,2.73,MG,1686623000
417,gebeit,21.0667,36.3167,299.11,32,0,0.57,SD,1686623000
418,puerto ayacucho,5.6639,-67.6236,298.02,90,95,1.64,VE,1686623000
419,nyurba,63.2842,118.3319,287.65,35,92,3.28,RU,1686623001
420,beaufort,5.3473,115.7455,305.49,56,37,0.78,MY,1686622915
421,villa gesell,-37.2639,-56.973,276.51,81,40,5.36,AR,1686623001
422,nikolayevsk-on-amure,53.1406,140.73,289.91,59,63,2.76,RU,1686623002
423,slavyanka,42.8633,131.3847,290.35,80,96,2.19,RU,1686623002
424,saint-francois,46.4154,3.9054,286.86,100,75,0.0,FR,1686622744
425,lawas,13.764,121.0566,303.7,69,100,4.14,PH,1686623003
426,grand falls-windsor,48.9332,-55.6649,282.87,88,95,1.41,CA,1686623003
427,bafra,41.5678,35.9069,294.66,96,100,0.83,TR,1686623003
428,melfort,52.8667,-104.6177,297.22,46,100,1.54,CA,1686623004
429,daman,20.4167,72.85,302.61,73,82,8.84,IN,1686623005
430,box elder,41.5005,-112.8764,288.35,82,98,8.24,US,1686623005
431,glace bay,46.1969,-59.957,284.41,86,40,2.24,CA,1686623006
432,island harbour,50.724,-1.2758,290.89,93,66,2.63,GB,1686623006
433,barcelos,41.5388,-8.6151,293.62,86,95,1.23,PT,1686623007
434,takab,36.4009,47.1133,289.47,45,5,1.06,IR,1686623007
435,atafu village,-8.5421,-172.5159,301.81,75,45,6.71,TK,1686623007
436,kavieng,-2.5744,150.7967,302.41,74,66,4.81,PG,1686623008
437,kharkhorin,47.1975,102.8238,296.05,37,83,1.18,MN,1686623008
438,camocim,-2.9022,-40.8411,298.62,83,2,5.51,BR,1686623009
439,newport,51.5877,-2.9984,291.77,88,94,2.88,GB,1686622845
440,agadez,19.75,10.25,304.51,32,43,4.3,NE,1686623009
441,bullsbrook,-31.6667,116.0,290.67,67,75,5.14,AU,1686623010
442,tangalle,6.024,80.7911,303.24,79,100,5.56,LK,1686623010
443,datca,36.7378,27.6842,294.56,78,11,2.79,TR,1686623010
444,dalandzadgad,43.5708,104.425,298.74,18,0,4.97,MN,1686623011
445,tarko-sale,64.9225,77.785,279.18,46,8,10.2,RU,1686623011
446,kamaishi,39.2667,141.8833,294.19,83,92,2.21,JP,1686623012
447,san pedro,14.35,121.0167,306.66,68,40,4.63,PH,1686623012
448,hasaki,35.7333,140.8333,297.37,88,98,6.23,JP,1686622941
449,kamakhyanagar,20.9333,85.55,308.75,35,79,2.94,IN,1686623013
450,hailar,49.2,119.7,300.37,33,96,3.28,CN,1686623014
451,junagarh,19.8667,82.9333,307.2,38,74,3.14,IN,1686623014
452,afaahiti,-17.75,-149.2833,301.08,69,23,8.48,PF,1686623015
453,mufumbwe,-13.6833,24.8,287.13,54,47,1.76,ZM,1686623016
454,la passe,45.5549,-0.8967,291.28,92,100,2.47,FR,1686623017
455,silver city,32.7701,-108.2803,294.77,16,0,4.47,US,1686623017
456,ambon,-3.6954,128.1814,302.23,81,40,1.54,ID,1686623017
457,zhuanghe,39.7008,122.9911,294.2,62,47,2.84,CN,1686623018
458,latakia,35.5148,35.7768,290.25,80,7,4.39,SY,1686623018
459,pokrovsk,48.282,37.1758,283.33,98,31,4.26,UA,1686623018
460,zyrya,40.3661,50.2917,297.2,79,0,1.5,AZ,1686623019
461,marabba,12.35,32.1833,302.87,50,100,4.85,SD,1686623019
462,linqiong,30.4159,103.4609,302.05,46,100,1.01,CN,1686623019
463,south venice,27.0531,-82.4243,302.03,85,0,1.54,US,1686623020
464,stornoway,58.2093,-6.3865,287.13,88,75,4.12,GB,1686623020
465,estevan,49.1334,-102.9842,296.26,43,0,2.57,CA,1686623020
466,arkhangel'sk,64.5401,40.5433,288.51,54,94,4.76,RU,1686623021
467,lata,40.1629,-8.3327,291.52,98,100,1.7,PT,1686623021
468,ust'-kulom,61.6864,53.6902,284.91,76,93,2.96,RU,1686623022
469,sucre,-19.0333,-65.2627,282.37,87,60,3.0,BO,1686622926
470,san jose del guaviare,2.5729,-72.6459,296.27,97,100,0.92,CO,1686623022
471,jiwani,25.05,61.7417,302.83,72,100,1.59,PK,1686623023
472,tual,-5.6667,132.75,299.99,82,100,9.25,ID,1686623023
473,ugoofaaru,5.6667,73.0,301.9,79,100,7.63,MV,1686623024
474,iranshahr,27.2025,60.6848,306.34,29,2,2.06,IR,1686623024
475,suva,-18.1416,178.4415,298.86,78,75,4.12,FJ,1686623024
476,abepura,-2.6333,140.5833,302.6,70,40,2.57,ID,1686623025
477,kidal,18.4411,1.4078,303.93,40,6,3.65,ML,1686623025
478,walvis bay,-22.9575,14.5053,285.98,93,0,2.57,NA,1686623025
479,fort mcmurray,56.7268,-111.381,292.92,55,0,1.54,CA,1686623026
480,pitimbu,-7.4706,-34.8086,297.48,83,27,6.19,BR,1686623026
481,imranli,39.8754,38.1136,283.83,93,40,0.83,TR,1686623026
482,okoneshnikovo,54.8377,75.0834,286.36,59,100,2.11,RU,1686623027
483,sulphur springs,33.1385,-95.6011,297.99,88,0,2.06,US,1686623027
484,dokuchayevs'k,47.7477,37.6738,285.22,96,14,3.39,UA,1686623028
485,korla,41.7597,86.1469,305.18,19,97,5.32,CN,1686623028
486,igarka,67.4667,86.5833,282.87,71,49,5.64,RU,1686623029
487,touros,-5.1989,-35.4608,297.33,89,3,4.52,BR,1686623029
488,daudnagar,25.0333,84.4,311.34,27,30,3.16,IN,1686623029
489,mohr,54.3528,9.7167,285.35,75,6,4.12,DE,1686623030
490,piton saint-leu,-21.2196,55.3151,293.37,73,4,2.57,RE,1686623030
491,waverly,42.7392,-84.6208,286.24,71,0,3.09,US,1686623031
492,tracy,37.7397,-121.4252,300.35,51,86,1.79,US,1686623031
493,zaozersk,69.4005,32.4476,282.85,64,98,6.88,RU,1686623031
494,basco,20.4487,121.9702,300.55,88,100,12.5,PH,1686623032
495,portland,45.5234,-122.6762,305.13,43,20,5.14,US,1686623032
496,neiafu,-18.65,-173.9833,297.53,83,75,3.09,TO,1686623032
497,leverano,40.289,18.0,293.94,97,0,1.03,IT,1686623033
498,fontanka,46.5626,30.8607,287.95,89,100,7.95,UA,1686622997
499,mokopane,-24.1944,29.0097,283.18,62,0,1.05,ZA,1686623033
500,fortuna,40.5982,-124.1573,286.34,97,100,5.66,US,1686623034
501,nantucket,41.2835,-70.0995,292.18,100,100,6.17,US,1686623034
502,lanivtsi,49.8633,26.0908,282.29,99,100,2.06,UA,1686623034
503,kolwezi,-10.7148,25.4667,290.83,49,87,1.26,CD,1686623035
504,karasburg,-28.0167,18.75,278.47,87,0,3.26,NA,1686623035
505,quellon,-43.1167,-73.6167,275.29,100,75,1.03,CL,1686623036
506,yanjiang,30.1211,104.6481,300.07,50,100,1.58,CN,1686623036
507,paka,4.6374,103.4368,303.11,70,20,3.6,MY,1686623037
508,sao felix do xingu,-6.6447,-51.995,296.26,79,10,1.0,BR,1686623038
509,xiongzhou,25.1167,114.3,303.96,56,36,2.08,CN,1686623038
510,mildura,-34.2,142.15,287.63,71,18,9.31,AU,1686623038
511,harnai,30.1005,67.9374,303.42,41,1,1.28,PK,1686623039
512,pakse,15.1167,105.7833,302.23,79,40,3.09,LA,1686623039
513,manismata,-2.4667,111.0333,302.27,72,84,2.64,ID,1686623040
514,yambio,4.5721,28.3955,292.05,97,77,1.57,SS,1686623040
515,tabuk,17.4189,121.4443,304.01,61,100,2.14,PH,1686623041
516,fale old settlement,-9.3852,-171.2468,301.6,77,12,6.53,TK,1686623041
517,cape canaveral,28.4058,-80.6048,302.6,78,0,4.12,US,1686623041
518,hotan,37.0997,79.9269,303.93,15,99,2.63,CN,1686623042
519,mount isa,-20.7333,139.5,301.02,18,7,5.66,AU,1686623042
520,meridian,43.6121,-116.3915,299.05,53,0,4.12,US,1686622763
521,pacific grove,36.6177,-121.9166,290.05,81,40,5.14,US,1686623043
522,hengchun,22.0042,120.7439,299.02,93,100,7.9,TW,1686622900
523,liwale,-9.7667,37.9333,289.11,90,4,0.95,TZ,1686623044
524,busselton,-33.65,115.3333,288.67,74,100,6.74,AU,1686623044
525,nicoya,10.1483,-85.452,299.38,87,93,0.74,CR,1686623044
526,rongelap,11.1635,166.8941,301.04,80,99,7.92,MH,1686623045
527,praia,14.9215,-23.5087,298.45,73,0,5.14,CV,1686623045
528,zara,44.1197,15.2422,291.49,63,0,2.06,HR,1686623046
529,buarcos,40.166,-8.8768,291.34,93,38,5.4,PT,1686623046
530,saint-leu,-21.15,55.2833,294.79,91,6,2.75,RE,1686623046
531,kushiro,42.975,144.3747,287.68,100,75,1.03,JP,1686623047
532,penn yan,42.6609,-77.0539,288.55,90,100,5.66,US,1686623047
533,dhuusamarreeb,5.535,46.3861,296.81,82,60,8.26,SO,1686623047
534,yeraliyev,43.2,51.65,297.95,37,0,1.97,KZ,1686623048
535,santa ana,33.7456,-117.8678,293.7,76,75,4.63,US,1686623048
536,brooks,50.5834,-111.8851,300.94,37,53,4.12,CA,1686623049
537,planaltina,-15.4528,-47.6142,292.75,58,50,1.21,BR,1686623049
538,turpan,42.9333,89.1667,308.24,16,100,3.17,CN,1686623050
539,sao vicente,-23.9631,-46.3919,295.92,26,100,0.45,BR,1686623050
540,razdol'noye,45.7708,33.4878,289.43,96,95,2.84,UA,1686623050
541,pajapan,18.25,-94.7,300.24,83,23,5.14,MX,1686623051
542,timimoun,29.2639,0.231,300.36,10,0,3.09,DZ,1686623051
543,bowen,-20.0167,148.2333,297.01,68,25,5.11,AU,1686623051
544,amos,48.5669,-78.1162,289.66,71,100,2.36,CA,1686622780
545,hammerfest,70.6634,23.6821,279.4,75,100,6.17,NO,1686623052
546,fontanelas,38.8472,-9.4372,290.73,88,3,6.6,PT,1686623052
547,kotovo,50.3211,44.8012,286.48,73,100,7.63,RU,1686623053
